"房屋户型","所在楼层","建筑面积","户型结构","套内面积","建筑类型","房屋朝向","建筑结构","装修情况","梯户比例","配备电梯","产权年限","title","price","url"
"2室1厅1厨1卫","中楼层 (共32层)","76.03㎡","平层","暂无数据","塔楼","南","钢混结构","精装","两梯四户","有","70年","凯德新玥高楼层，南向望江，采光好，小区环境优美_广州南沙榄核镇凯德新玥二手房(广州链家)","15757","https://gz.lianjia.com/ershoufang/108400795880.html"
"2室1厅1厨1卫","低楼层 (共9层)","63.96㎡","平层","55.08㎡","塔楼","南","钢混结构","精装","一梯四户","有","70年","广州塔板块，电梯精装两房，户型方正，价格实惠。_广州海珠客村汇美南苑二手房(广州链家)","46592","https://gz.lianjia.com/ershoufang/108400733378.html"
"3室1厅1厨2卫","低楼层 (共33层)","97.82㎡","平层","78.19㎡","塔楼","东南","钢混结构","精装","三梯六户","有","70年","满两年南向舒适安静3房 房间朝东_广州黄埔香雪中海誉城南苑二手房(广州链家)","28113","https://gz.lianjia.com/ershoufang/108400663917.html"
"3室2厅1厨1卫","中楼层 (共6层)","87.5㎡","暂无数据","76.66㎡","板楼","南","钢混结构","简装","一梯两户","无","70年","南北对流 双阳台 黄色楼层 绿化环境好_广州增城白江新康花园二手房(广州链家)","16686","https://gz.lianjia.com/ershoufang/108400142842.html"
"3室2厅1厨1卫","高楼层 (共9层)","75.64㎡","平层","69㎡","塔楼","东南","钢混结构","简装","一梯六户","无","70年","五羊小区 东南向三房 户型方正 小区安静_广州越秀五羊新城五羊小区二手房(广州链家)","39398","https://gz.lianjia.com/ershoufang/108400625346.html"
"3室1厅1厨1卫","高楼层 (共9层)","63.42㎡","平层","暂无数据","塔楼","西北","钢混结构","精装","一梯六户","无","70年","此房2室1厅1卫 东南向 中低层_广州白云龙归汇雅花园二手房(广州链家)","16241","https://gz.lianjia.com/ershoufang/108400430164.html"
"2室1厅1厨1卫","低楼层 (共26层)","67.82㎡","暂无数据","暂无数据","塔楼","南","钢混结构","简装","两梯六户","有","70年","第三金碧花园  南北对流  格局方正 明厨明卫_广州海珠金碧金碧花园第三金碧二手房(广州链家)","38190","https://gz.lianjia.com/ershoufang/108400252413.html"
"2室2厅1厨1卫","高楼层 (共6层)","61.11㎡","平层","53.75㎡","塔楼","南","钢混结构","精装","一梯四户","无","70年","南向两房，光线好，通风对流，出入门口近，位置安静_广州番禺钟村长江数码花园(番禺)二手房(广州链家)","22583","https://gz.lianjia.com/ershoufang/108400699284.html"
"3室2厅1厨1卫","高楼层 (共9层)","88.6㎡","平层","79.61㎡","塔楼","东南","钢混结构","精装","一梯七户","无","70年","大石地铁物业  今日丽舍精装三房  采光透风好_广州番禺大石今日丽舍二手房(广州链家)","20317","https://gz.lianjia.com/ershoufang/108400479654.html"
"3室2厅1厨2卫","中楼层 (共35层)","119㎡","平层","96.92㎡","塔楼","东南","钢混结构","精装","三梯八户","有","70年","祈福新村晓峰园 过五唯一 中高层 东南向 望大夫山_广州番禺祈福新村祈福新村晓峰园二手房(广州链家)","25631","https://gz.lianjia.com/ershoufang/108400664480.html"
"2室1厅1厨1卫","高楼层 (共19层)","63㎡","平层","暂无数据","塔楼","东","钢混结构","简装","两梯十一户","有","70年","高楼层电梯小两房，房龄新，小区环境好，满五唯一_广州黄埔开发西区皇冠国际公寓二手房(广州链家)","19366","https://gz.lianjia.com/ershoufang/108400773709.html"
"3室2厅1厨1卫","高楼层 (共9层)","83.49㎡","平层","暂无数据","塔楼","东","钢混结构","简装","一梯四户","无","70年","华景福门阁3房，户型方正，采光通风好_广州天河华景新城华景新城福门阁二手房(广州链家)","43718","https://gz.lianjia.com/ershoufang/108400686319.html"
"1室1厅1厨1卫","低楼层 (共6层)","30.45㎡","平层","暂无数据","塔楼","北","钢混结构","精装","三梯四户","有","70年","精致 低楼层    采光好   温馨舒适_广州越秀西门口光塔路二手房(广州链家)","34483","https://gz.lianjia.com/ershoufang/108400522205.html"
"2室1厅1厨1卫","中楼层 (共18层)","65.17㎡","平层","54.24㎡","塔楼","西南","钢混结构","精装","两梯八户","有","70年","电梯中层两房，户型方正实用，采光好_广州海珠江燕路南景园二手房(广州链家)","40663","https://gz.lianjia.com/ershoufang/108400724973.html"
"3室1厅1厨2卫","低楼层 (共35层)","94.68㎡","平层","暂无数据","塔楼","南","钢混结构","精装","三梯六户","有","70年","万科欧泊 南北向中层三房 通风采光好 安静不吵_广州番禺万博万科欧泊二手房(广州链家)","39924","https://gz.lianjia.com/ershoufang/108400812100.html"
"3室1厅1厨2卫","中楼层 (共15层)","84.75㎡","平层","70.78㎡","塔楼","东北","钢混结构","精装","两梯八户","有","70年","望粤剧院 采光通风良好 配套成熟_广州天河珠江新城东金骏大厦二手房(广州链家)","55458","https://gz.lianjia.com/ershoufang/108400684617.html"
"3室2厅1厨1卫","低楼层 (共7层)","80㎡","平层","暂无数据","板楼","东南","混合结构","简装","一梯三户","暂无数据","70年","此房证满五年，无按揭，无抵押，格局方正 南向三房_广州黄埔大沙地港湾路二手房(广州链家)","26875","https://gz.lianjia.com/ershoufang/108400836539.html"
"2室2厅1厨1卫","低楼层 (共9层)","67.18㎡","平层","暂无数据","塔楼","东北","钢混结构","精装","一梯五户","有","70年","金兰花园 电梯两房 满五年唯一_广州白云白云大道南广信金兰花园二手房(广州链家)","34981","https://gz.lianjia.com/ershoufang/108400724838.html"
"3室2厅1厨2卫","高楼层 (共13层)","103.87㎡","平层","暂无数据","板楼","东南 北","钢混结构","简装","一梯两户","有","70年","南沙境界 东南向 3房2厅 业主诚心出售_广州南沙黄阁南沙境界家园二手房(广州链家)","16175","https://gz.lianjia.com/ershoufang/108400552123.html"
"3室2厅1厨1卫","高楼层 (共10层)","83.62㎡","平层","74.23㎡","塔楼","东南","钢混结构","精装","一梯两户","无","70年","新 淘金路精装84平东南向三房 价格可以谈 带天台花园_广州越秀淘金淘金路二手房(广州链家)","45444","https://gz.lianjia.com/ershoufang/108400697217.html"
"3室2厅1厨2卫","高楼层 (共32层)","95㎡","平层","暂无数据","塔楼","南","钢混结构","精装","三梯六户","有","70年","万科欧泊三房通风采光好！精装！_广州番禺万博万科欧泊二手房(广州链家)","40527","https://gz.lianjia.com/ershoufang/108400792998.html"
"3室2厅1厨1卫","中楼层 (共14层)","92.25㎡","平层","92.25㎡","塔楼","北","钢混结构","精装","一梯六户","有","70年","证够2年 精装修 业主诚心出售_广州花都镜湖大道云峰花园4期二手房(广州链家)","23307","https://gz.lianjia.com/ershoufang/108400829220.html"
"3室2厅1厨2卫","高楼层 (共26层)","89.01㎡","平层","73.77㎡","塔楼","东 西 北","钢混结构","简装","两梯六户","有","70年","富力广场少有三房带主套，过五唯一，全明屋，视野开阔_广州荔湾中山八富力广场T区二手房(广州链家)","46624","https://gz.lianjia.com/ershoufang/108400782857.html"
"2室2厅1厨1卫","高楼层 (共32层)","83㎡","平层","63.76㎡","塔楼","南","钢混结构","精装","两梯四户","有","70年","同和时代花生2 天朗花园 高层少税 视野开阔_广州白云同和时代花生Ⅱ二手房(广州链家)","37952","https://gz.lianjia.com/ershoufang/108400770864.html"
"3室2厅1厨1卫","中楼层 (共29层)","91㎡","平层","90.93㎡","塔楼","东南","钢混结构","简装","三梯八户","有","70年","信华花园 舒适三房 通风采光好_广州天河华景新城华景新城信华花园二手房(广州链家)","57143","https://gz.lianjia.com/ershoufang/108400275536.html"
"3室2厅1厨2卫","中楼层 (共26层)","102.37㎡","平层","85.67㎡","塔楼","南","钢混结构","简装","两梯十三户","有","70年","全南向  城启晴轩   三房厅出阳台带主套  视野开阔_广州荔湾西关城启晴轩二手房(广州链家)","42786","https://gz.lianjia.com/ershoufang/108400688746.html"
"2室1厅1厨1卫","高楼层 (共9层)","60.05㎡","平层","53.6㎡","塔楼","北","钢混结构","简装","一梯八户","有","70年","满5唯一，厅直出阳台,安静望花园，全明屋，电梯小两房_广州海珠金碧侨诚花园秋月苑二手房(广州链家)","34971","https://gz.lianjia.com/ershoufang/108400725508.html"
"3室2厅1厨2卫","中楼层 (共33层)","131.8㎡","平层","103.08㎡","塔楼","南","钢混结构","毛坯","三梯四户","有","70年","嘉汇城 3房南北对流 全新毛坯 证满2年证 看房方便_广州白云镜湖大道嘉汇城西区二手房(广州链家)","15175","https://gz.lianjia.com/ershoufang/108400694789.html"
"3室1厅1厨1卫","中楼层 (共7层)","63㎡","平层","62.6㎡","塔楼","南","钢混结构","精装","一梯两户","无","70年","此房满五不唯一，楼层好，视野宽阔，采光充足，_广州白云景泰景泰新村二手房(广州链家)","31429","https://gz.lianjia.com/ershoufang/108400759341.html"
"3室2厅1厨1卫","低楼层 (共24层)","94.1㎡","平层","71㎡","板塔结合","南 北","钢混结构","精装","两梯四户","有","70年","碧桂园城市花园漫绿苑户型方正南北对流三房。_广州增城朱村碧桂园城市花园漫绿苑二手房(广州链家)","17535","https://gz.lianjia.com/ershoufang/108400587005.html"
"2室1厅1厨1卫","中楼层 (共16层)","48.86㎡","平层","暂无数据","塔楼","东南","钢混结构","简装","两梯九户","有","70年","百顺台花园 2室1厅 165万_广州白云新市百顺台花园二手房(广州链家)","33770","https://gz.lianjia.com/ershoufang/108400841559.html"
"2室2厅1厨1卫","中楼层 (共8层)","58.66㎡","平层","暂无数据","塔楼","东南","钢混结构","简装","一梯三户","无","70年","东南朝向好 格局方正 底层适合全年龄段_广州越秀东山口竹丝岗新南路二手房(广州链家)","47392","https://gz.lianjia.com/ershoufang/108400622027.html"
"3室1厅1厨1卫","中楼层 (共8层)","35㎡","平层","32.96㎡","塔楼","东","钢混结构","精装","一梯三户","无","70年","东华西路仁秀新街 3室1厅 177万_广州越秀东川路东华西路仁秀新街二手房(广州链家)","50572","https://gz.lianjia.com/ershoufang/108400793261.html"
"3室2厅1厨1卫","高楼层 (共8层)","103.49㎡","平层","暂无数据","塔楼","南","钢混结构","毛坯","一梯两户","有","70年","区府板块 近花都广场地铁 南向采光好 配套齐全_广州花都旧区东骏花园二手房(广州链家)","14301","https://gz.lianjia.com/ershoufang/108400810969.html"
"1室1厅1厨1卫","低楼层 (共31层)","47.56㎡","平层","37.39㎡","塔楼","北","钢混结构","简装","两梯七户","有","70年","金润大厦，南向户型方正，标准一房一厅。_广州天河天润路金润大厦二手房(广州链家)","56771","https://gz.lianjia.com/ershoufang/108400266642.html"
"3室1厅1厨1卫","高楼层 (共31层)","90.48㎡","平层","77.98㎡","塔楼","西北","钢混结构","精装","三梯八户","有","70年","信华花园 安静三房望花园 中高楼层 采光好_广州天河华景新城华景新城信华花园二手房(广州链家)","56367","https://gz.lianjia.com/ershoufang/108400546447.html"
"2室1厅1厨1卫","中楼层 (共5层)","76.5㎡","平层","60.8㎡","板楼","南 北","混合结构","简装","一梯两户","无","70年","公园旁，南北双阳台，通风采光好_广州番禺市桥平康路隆基大街二手房(广州链家)","15425","https://gz.lianjia.com/ershoufang/108400818343.html"
"3室2厅1厨2卫","中楼层 (共8层)","109㎡","平层","93㎡","塔楼","西南","钢混结构","精装","一梯四户","有","70年","高楼层看泳池 采光通风好 正规三房_广州番禺汉溪锦绣香江花园紫荆园二手房(广州链家)","36331","https://gz.lianjia.com/ershoufang/108400621591.html"
"3室2厅1厨1卫","高楼层 (共25层)","91.44㎡","平层","70.08㎡","塔楼","南","钢混结构","精装","一梯四户","暂无数据","70年","新装修 60万方生活配套 业主只委托本人_广州增城朱村汇港威华国际二手房(广州链家)","16383","https://gz.lianjia.com/ershoufang/108400581858.html"
"3室2厅1厨2卫","高楼层 (共28层)","91.78㎡","平层","72.74㎡","塔楼","东北","钢混结构","毛坯","三梯十户","有","70年","天龙苑中高层  地铁毛坯三房带主套 有钥匙随时看房_广州花都铁路西祈福万景峰祈福天龙苑二手房(广州链家)","18305","https://gz.lianjia.com/ershoufang/108400825252.html"
"2室1厅1厨1卫","低楼层 (共6层)","32.69㎡","平层","暂无数据","塔楼","东","钢混结构","精装","一梯五户","无","70年","仓边路低层 实用精装修两房户型 总价低 提前预约看房_广州越秀北京路中山四路旧仓巷二手房(广州链家)","29673","https://gz.lianjia.com/ershoufang/108400762758.html"
"3室1厅1厨2卫","高楼层 (共32层)","105.8㎡","平层","86.62㎡","塔楼","南","钢混结构","精装","两梯四户","有","70年","此房满五唯一，南朝向，高楼层，视野宽阔，采光充._广州荔湾龙溪保利公园九里二手房(广州链家)","34027","https://gz.lianjia.com/ershoufang/108400834850.html"
"4室2厅1厨3卫","低楼层 (共32层)","191.21㎡","平层","162.88㎡","塔楼","北","钢混结构","毛坯","两梯两户","有","70年","户型方正，此房过五年唯一，单边位置，采光好，价格笋_广州番禺厦滘珊瑚湾畔珊瑚天峰二手房(广州链家)","27457","https://gz.lianjia.com/ershoufang/108400287880.html"
"3室1厅1厨1卫","高楼层 (共7层)","56.02㎡","平层","暂无数据","塔楼","东南","钢混结构","精装","一梯两户","无","70年","白云路 中层 安静两房 住家装修_广州越秀东川路白云路二手房(广州链家)","40522","https://gz.lianjia.com/ershoufang/108400671621.html"
"3室2厅1厨2卫","低楼层 (共11层)","107㎡","平层","暂无数据","塔楼","南","钢混结构","精装","一梯四户","有","70年","产权过二，保养好，方正实用，通风采光好，生活便利_广州增城新塘北富雅都市华庭二手房(广州链家)","14954","https://gz.lianjia.com/ershoufang/108400642718.html"
"2室1厅1厨1卫","高楼层 (共12层)","63.47㎡","平层","55.14㎡","塔楼","北","钢混结构","简装","一梯八户","有","70年","盈翠华庭 电梯高层两房 双阳台 望白云山 业主急售_广州白云景泰盈翠华庭二手房(广州链家)","39074","https://gz.lianjia.com/ershoufang/108400630595.html"
"3室2厅1厨1卫","中楼层 (共12层)","104.37㎡","平层","86.8㎡","塔楼","东南","钢混结构","精装","两梯八户","有","70年","机场路  飞翔公园  腾龙阁 电梯三房 精装修_广州白云机场路腾龙阁二手房(广州链家)","28649","https://gz.lianjia.com/ershoufang/108400615280.html"
"2室2厅1厨1卫","中楼层 (共30层)","81.9㎡","平层","62.64㎡","塔楼","南","钢混结构","毛坯","两梯四户","有","70年","豪进广场 两房一厅户型方正 南向 户型方正_广州增城白江碧桂园豪进广场二手房(广州链家)","22101","https://gz.lianjia.com/ershoufang/108400468990.html"
"1室0厅1厨1卫","低楼层 (共2层)","28.57㎡","平层","暂无数据","暂无数据","北","未知结构","简装","一梯一户","暂无数据","70年","总九层 旧部前，2楼单边无遮挡，通风性好，带阳台_广州越秀解放南大新路小新街二手房(广州链家)","28002","https://gz.lianjia.com/ershoufang/108400692445.html"
"3室2厅1厨1卫","中楼层 (共11层)","91.72㎡","平层","78.1㎡","塔楼","北","钢混结构","精装","一梯四户","有","70年","地铁口，户型方正标准三房，小区环境优美，_广州花都镜湖大道云峰花园4期二手房(广州链家)","22896","https://gz.lianjia.com/ershoufang/108400735748.html"
"2室2厅1厨2卫","中楼层 (共17层)","82.6㎡","平层","暂无数据","塔楼","北","钢混结构","简装","两梯六户","有","70年","业主诚心出售 海伦堡大二房满五年唯一 近给钱就卖_广州增城沙村广州海伦堡二手房(广州链家)","18160","https://gz.lianjia.com/ershoufang/108400298646.html"
"3室2厅1厨2卫","中楼层 (共32层)","116.18㎡","平层","94.86㎡","塔楼","南","钢混结构","精装","两梯七户","有","70年","金碧三期南向望花园  三房带主人套间_广州海珠金碧金碧花园第三金碧二手房(广州链家)","40885","https://gz.lianjia.com/ershoufang/108400305202.html"
"2室2厅1厨2卫","低楼层 (共34层)","88.58㎡","平层","暂无数据","塔楼","东","钢混结构","精装","三梯八户","有","70年","富基广场，东向新净大2房，双洗手间单位。_广州海珠滨江中富基广场二手房(广州链家)","45157","https://gz.lianjia.com/ershoufang/108400459369.html"
"3室2厅1厨2卫","中楼层 (共38层)","91.17㎡","平层","76.34㎡","塔楼","东北","钢混结构","精装","三梯八户","有","70年","东风广场 安静高层 精装3房 正望小区花园泳池_广州越秀东风东东风广场二手房(广州链家)","83361","https://gz.lianjia.com/ershoufang/108400538466.html"
"2室1厅1厨2卫","高楼层 (共9层)","71㎡","平层","暂无数据","塔楼","东","钢混结构","简装","一梯四户","无","70年","红棉苑南区 近地铁300米 证够五年 小区管理东向单位_广州荔湾花地湾红棉苑南区二手房(广州链家)","30000","https://gz.lianjia.com/ershoufang/108400701552.html"
"2室1厅1厨1卫","高楼层 (共9层)","76.32㎡","平层","暂无数据","塔楼","北","钢混结构","简装","一梯四户","无","70年","乐嘉花园 舒适2 房 小区环境好_广州白云机场路乐嘉花园二手房(广州链家)","19917","https://gz.lianjia.com/ershoufang/108400381260.html"
"2室1厅1厨1卫","中楼层 (共10层)","36.77㎡","平层","暂无数据","塔楼","西南","钢混结构","精装","一梯四户","无","70年","惠福西路 全新装修两房一厅户型方正实用_广州越秀解放南惠福西路二手房(广州链家)","36933","https://gz.lianjia.com/ershoufang/108400796291.html"
"3室1厅1厨1卫","高楼层 (共20层)","117.49㎡","平层","90.37㎡","塔楼","西北 北","钢混结构","简装","两梯七户","有","70年","为中高层，望小区花园三房，视野开阔，少有放盘单位_广州荔湾滘口新世界逸彩庭园二手房(广州链家)","34897","https://gz.lianjia.com/ershoufang/108400567620.html"
"3室1厅1厨1卫","中楼层 (共8层)","82.84㎡","平层","暂无数据","塔楼","北","钢混结构","精装","一梯四户","有","70年","江南西 青葵大街 中层三房 加装电梯已完成 户型方正_广州海珠江南西江南西路青葵大街二手房(广州链家)","38388","https://gz.lianjia.com/ershoufang/108400067492.html"
"2室1厅1厨1卫","低楼层 (共33层)","87.7㎡","平层","69.43㎡","塔楼","南","钢混结构","精装","三梯六户","有","70年","满两年，三证齐全，东南朝向，户型方正，采光好_广州黄埔香雪中海誉城北苑二手房(广州链家)","24288","https://gz.lianjia.com/ershoufang/108400599828.html"
"2室1厅1厨1卫","低楼层 (共7层)","48.22㎡","平层","暂无数据","塔楼","东南","钢混结构","简装","一梯六户","无","70年","中山四路+业主诚意出售+户型方正+交通便利_广州越秀农讲所中山四路二手房(广州链家)","36292","https://gz.lianjia.com/ershoufang/108400761997.html"
"2室2厅1厨1卫","高楼层 (共6层)","68.1㎡","平层","61.54㎡","塔楼","西南","钢混结构","精装","一梯四户","无","70年","广州碧桂园西南向方正两房 保养新 通风采光_广州番禺南浦广州碧桂园美苑二手房(广州链家)","28635","https://gz.lianjia.com/ershoufang/108400828232.html"
"2室1厅1厨1卫","中楼层 (共18层)","68㎡","平层","55.84㎡","塔楼","西南","钢混结构","简装","两梯五户","有","70年","万科城市花园 西南向  少有放盘 生活便利_广州黄埔文冲万科城市花园二手房(广州链家)","39706","https://gz.lianjia.com/ershoufang/108400687530.html"
"1室1厅1厨1卫","低楼层 (共16层)","41㎡","平层","暂无数据","塔楼","南","钢混结构","简装","两梯十一户","有","70年","德字楼 南向小户型1房1厅 通风采光好 出租容易_广州番禺南浦丽江花园德荫楼二手房(广州链家)","25610","https://gz.lianjia.com/ershoufang/108400692089.html"
"2室2厅1厨1卫","高楼层 (共17层)","70.77㎡","平层","58.59㎡","塔楼","南","钢混结构","精装","两梯六户","有","70年","金碧南向两房，高层视野好，无遮挡_广州黄埔大沙地金碧世纪花园二手房(广州链家)","36033","https://gz.lianjia.com/ershoufang/108400705791.html"
"4室2厅1厨2卫","中楼层 (共18层)","69㎡","复式","54.27㎡","塔楼","南","钢混结构","精装","两梯八户","有","70年","合一国际4房，证过五年唯一，南向大阳台，动静分开_广州白云同和合一国际二手房(广州链家)","53624","https://gz.lianjia.com/ershoufang/108400236530.html"
"3室2厅1厨2卫","中楼层 (共15层)","111.1㎡","平层","90.2㎡","塔楼","南 北","钢混结构","精装","两梯八户","有","70年","时代花园 大三房 楼层好 通风采光充足_广州白云机场路时代花园二手房(广州链家)","34204","https://gz.lianjia.com/ershoufang/108400749726.html"
"3室1厅1厨1卫","高楼层 (共16层)","76.73㎡","平层","暂无数据","塔楼","北","钢混结构","精装","两梯八户","有","70年","穗花新村 精装修 电梯高层 采光视野好_广州海珠昌岗穗花新村二手房(广州链家)","46918","https://gz.lianjia.com/ershoufang/108400704199.html"
"4室2厅1厨2卫","低楼层 (共18层)","142.7㎡","平层","115.77㎡","塔楼","东南","钢混结构","精装","两梯四户","有","70年","颐和山庄 揽峰 精装4房 东南向无遮挡 单价不到一万_广州花都狮岭镇花都颐和山庄二手房(广州链家)","8059","https://gz.lianjia.com/ershoufang/108400507646.html"
"3室2厅1厨1卫","高楼层 (共21层)","86.76㎡","平层","暂无数据","塔楼","北","钢混结构","精装","两梯六户","有","70年","地铁物业 电梯高层 采光通风好的居住房_广州花都铁路西保利悦廷二手房(广州链家)","19480","https://gz.lianjia.com/ershoufang/108400628834.html"
"1室1厅1厨1卫","中楼层 (共5层)","15.1㎡","平层","暂无数据","板楼","东","钢混结构","精装","一梯四户","无","70年","西门口地铁低层，通风好，采光充足_广州越秀西门口百灵路二手房(广州链家)","41722","https://gz.lianjia.com/ershoufang/108400716359.html"
"2室1厅1厨1卫","中楼层 (共9层)","47.36㎡","平层","40.43㎡","塔楼","东","钢混结构","简装","一梯七户","无","70年","省级学府 证过五年 原装两房 户型方正_广州海珠赤岗汇龙居二手房(广州链家)","32729","https://gz.lianjia.com/ershoufang/108400814041.html"
"3室1厅1厨1卫","低楼层 (共9层)","76.56㎡","平层","76.56㎡","塔楼","东","钢混结构","简装","一梯十五户","无","70年","聚龙新街 楼梯低层 江南西地铁300米_广州海珠前进路前进路聚龙新街二手房(广州链家)","32002","https://gz.lianjia.com/ershoufang/108400750609.html"
"2室1厅1厨1卫","高楼层 (共9层)","39.43㎡","平层","暂无数据","塔楼","东","钢混结构","简装","一梯六户","无","70年","五羊小区  小两房  框架结构  看房方便_广州越秀五羊新城五羊小区二手房(广州链家)","48187","https://gz.lianjia.com/ershoufang/108400814128.html"
"2室2厅1厨1卫","中楼层 (共26层)","66.39㎡","平层","暂无数据","塔楼","北","钢混结构","精装","两梯六户","有","70年","精装两房，中高楼层，采光充足，配套齐全，交通便.._广州增城朱村中国铁建国际花园二手房(广州链家)","20034","https://gz.lianjia.com/ershoufang/108400728282.html"
"2室1厅1厨1卫","中楼层 (共7层)","38.66㎡","平层","38.66㎡","塔楼","东南","钢混结构","简装","一梯三户","无","70年","龙岗东小区 中层小两房 东南向 全明屋_广州天河沙河龙岗东小区二手房(广州链家)","28454","https://gz.lianjia.com/ershoufang/108400705869.html"
"2室1厅1厨1卫","中楼层 (共7层)","39.3㎡","平层","暂无数据","塔楼","东","钢混结构","精装","一梯五户","无","70年","盈翠华庭 精致小两房 有装修 户型好_广州白云景泰盈翠华庭二手房(广州链家)","41985","https://gz.lianjia.com/ershoufang/108400814768.html"
"3室2厅1厨1卫","低楼层 (共7层)","62.06㎡","平层","暂无数据","塔楼","西 南 北","钢混结构","精装","一梯两户","无","70年","麓苑路 楼梯低层 住家精装三房_广州越秀淘金麓苑路二手房(广州链家)","41895","https://gz.lianjia.com/ershoufang/108400769196.html"
"3室2厅1厨1卫","高楼层 (共7层)","98.82㎡","平层","暂无数据","塔楼","北","钢混结构","精装","一梯两户","无","70年","98.82平方米地铁口3房  一梯两户分摊少还免5.3增值税_广州天河黄村中海康城二手房(广州链家)","35418","https://gz.lianjia.com/ershoufang/108400531291.html"
"3室1厅1厨2卫","高楼层 (共12层)","128.51㎡","平层","暂无数据","塔楼","东","钢混结构","毛坯","两梯八户","有","70年","云峰花园一期，满两年，随时看房_广州花都镜湖大道云峰花园1期二手房(广州链家)","17509","https://gz.lianjia.com/ershoufang/108200010596.html"
"3室2厅1厨2卫","高楼层 (共26层)","105.5㎡","平层","78.9㎡","塔楼","南 北","钢混结构","精装","两梯四户","有","70年","星河盛世 南北对流双阳台 采光视野好 诚意出售_广州南沙进港大道星河盛世二手房(广州链家)","22275","https://gz.lianjia.com/ershoufang/108400807277.html"
"3室2厅1厨1卫","低楼层 (共28层)","97㎡","平层","76.26㎡","塔楼","东南","钢混结构","精装","三梯四户","有","70年","三房二厅带主套户型，户型方正，南北对流，望花园_广州荔湾广钢新城保利葛洲坝海德公馆二手房(广州链家)","48248","https://gz.lianjia.com/ershoufang/108400707331.html"
"3室2厅1厨1卫","低楼层 (共18层)","91.23㎡","平层","77.12㎡","塔楼","东南 南","钢混结构","精装","两梯四户","有","70年","紫薇花园 南向三房 望花园 位置安静_广州白云新市紫薇花园二手房(广州链家)","36721","https://gz.lianjia.com/ershoufang/108400406699.html"
"3室2厅1厨1卫","中楼层 (共30层)","106.72㎡","平层","暂无数据","塔楼","东北","钢混结构","精装","两梯四户","有","70年","北向望花园正规3房产权清晰看房方便_广州增城沙村尚东阳光雅苑二手房(广州链家)","20615","https://gz.lianjia.com/ershoufang/108400602699.html"
"3室1厅1厨1卫","低楼层 (共9层)","102.4㎡","平层","89.71㎡","塔楼","南","钢混结构","精装","一梯六户","无","70年","南北对流安静 低层精装修 带主套大三房_广州天河天河公园建华路(天河区)二手房(广州链家)","38868","https://gz.lianjia.com/ershoufang/108400837959.html"
"3室2厅1厨1卫","中楼层 (共8层)","85.17㎡","平层","76.32㎡","暂无数据","西南","未知结构","简装","一梯两户","暂无数据","70年","富鹏中楼层，光线充足 精致小三房_广州增城荔城富鹏城丰路二手房(广州链家)","8806","https://gz.lianjia.com/ershoufang/108400717447.html"
"3室2厅1厨2卫","低楼层 (共32层)","119.99㎡","平层","97.98㎡","塔楼","东","钢混结构","精装","两梯七户","有","70年","第三金碧花园   东向大三房  装修保养好_广州海珠金碧金碧花园第三金碧二手房(广州链家)","38004","https://gz.lianjia.com/ershoufang/108400715715.html"
"3室2厅1厨2卫","低楼层 (共32层)","102.55㎡","平层","84.71㎡","塔楼","南","钢混结构","精装","两梯六户","有","70年","锦绣天伦三房两卫 精致新装修 视野宽阔望花园 满二_广州增城新塘北锦绣天伦花园二手房(广州链家)","20966","https://gz.lianjia.com/ershoufang/108400823190.html"
"3室2厅1厨1卫","低楼层 (共2层)","56㎡","复式","暂无数据","暂无数据","北","未知结构","精装","一梯一户","暂无数据","70年","新建独栋私房适合三代同堂或老人家退休居住_广州荔湾周门荔湾路荔溪二手房(广州链家)","38929","https://gz.lianjia.com/ershoufang/108400778028.html"
"2室1厅1厨1卫","中楼层 (共45层)","98.04㎡","平层","74.89㎡","塔楼","东南","钢混结构","精装","四梯八户","有","70年","珠江新城片区，精致两房，星汇云锦_广州天河珠江新城西星汇云锦二手房(广州链家)","73950","https://gz.lianjia.com/ershoufang/108400720408.html"
"2室2厅1厨1卫","高楼层 (共11层)","72.97㎡","平层","61.23㎡","塔楼","南","钢混结构","精装","一梯六户","有","70年","翡翠绿洲森林半岛 南向高层两房 随时看房_广州增城凤凰城翡翠绿洲森林半岛二手房(广州链家)","21242","https://gz.lianjia.com/ershoufang/108400549660.html"
"2室1厅1厨1卫","中楼层 (共8层)","74.76㎡","平层","68.23㎡","塔楼","南","钢混结构","简装","一梯四户","无","70年","乙烯大院    中层实用两房   安静小区_广州黄埔黄埔区府乙烯大院二手房(广州链家)","29428","https://gz.lianjia.com/ershoufang/108400615147.html"
"2室2厅1厨1卫","高楼层 (共14层)","55.07㎡","平层","45.85㎡","塔楼","南","钢混结构","精装","一梯六户","有","70年","愉景雅苑 电梯中楼层 实用两房 产权满五年_广州海珠新港西愉景雅苑二手房(广州链家)","46305","https://gz.lianjia.com/ershoufang/108400747631.html"
"2室2厅1厨1卫","中楼层 (共10层)","70.88㎡","平层","暂无数据","塔楼","北","钢混结构","简装","一梯六户","有","70年","通透采光，格局方正，电梯大两房，楼层好_广州天河粤垦侨源新村二手房(广州链家)","32873","https://gz.lianjia.com/ershoufang/108400664058.html"
"4室2厅1厨3卫","高楼层 (共7层)","119.6㎡","复式","102.74㎡","板楼","南","钢混结构","精装","一梯两户","无","70年","南向温馨顶楼复式四房  装修保养好  园林风景_广州番禺市桥桥福园二手房(广州链家)","18813","https://gz.lianjia.com/ershoufang/108400796916.html"
