,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,title,price,房间数量,客厅数量,厨房数量,厕所数量,楼层,楼层总数
1201,73,北,精装,两梯八户,1,阳光美居精致两房 过五唯一无贷款 有钥匙看房_广州白云马务富力阳光美居二手房(广州链家),27809,2,2,1,1,低,15
1474,90.9,西北,简装,一梯六户,0,此房满五唯一，小区环境好，位置幽静_广州番禺洛溪芳华花园洛涛居南区二手房(广州链家),27833,3,2,1,1,中,6
378,90.9,西北,简装,一梯六户,1,花样年华一期    高层三房   精装修_广州番禺桥南番禺海伦堡花样年华一期二手房(广州链家),27833,3,2,1,2,中,19
2053,43.11,西北,简装,一梯两户,0,北京路 地铁 总价低 百年高第街_广州越秀北京路北京路高第新街二手房(广州链家),27836,2,1,1,1,低,3
685,61,南,精装,一梯四户,0,业主父母年纪大，急换一楼，诚意出售，价格可谈，南向_广州番禺祈福新村祈福新村康怡居二手房(广州链家),27869,2,2,1,1,中,6
1593,57.4,南,简装,一梯两户,0,乐嘉路景安街公安宿舍2房1厅南北向格局方正采光好_广州白云机场路景安街公安宿舍二手房(广州链家),27875,2,1,1,1,低,9
592,33,西,精装,两梯十户,1,今日丽舍  1室1厅 过两年 电梯高层采光好_广州番禺大石今日丽舍二手房(广州链家),27879,1,1,1,1,中,23
633,78.91,西南,简装,两梯八户,1,金道花园 原装电梯3房 户型方正 采光好无遮挡_广州荔湾鹤洞金道花园二手房(广州链家),27880,3,2,1,1,高,22
1212,111.18,东北,精装,三梯七户,1,丰逸尚居  电梯大三房  户型好方正 地铁五号线_广州黄埔文冲丰逸尚居二手房(广州链家),27883,3,2,1,2,高,29
1173,81.39,北,简装,一梯四户,0,滨江绿园实用三房.带大天台.采光通风极好_广州番禺大石滨江绿园二手房(广州链家),27891,3,1,1,1,高,6
1402,96.8,东南,简装,一梯四户,0,碧桂园雅苑3楼，阳台超大东南向。_广州番禺南浦广州碧桂园雅苑二手房(广州链家),27893,3,2,1,2,中,6
1408,81.69,北,精装,两梯六户,1,时代春树里 业主自住 诚心出售 看房方_广州黄埔香雪时代春树里二手房(广州链家),27911,3,1,1,1,低,34
384,80.61,北,简装,一梯四户,0,证过五年，唯一物业，中间位置，望园景。_广州番禺祈福新村祈福新村康怡居二手房(广州链家),27913,3,2,1,1,中,6
1261,51.9,东南,简装,一梯六户,0,配套成熟，户型方正，全明屋，采光通风好_广州海珠昌岗晓港中马路二手房(广州链家),27939,1,1,1,1,中,6
1518,177.17,南,精装,四梯六户,1,小区中高楼层，视野开阔无遮挡，光线充足_广州番禺亚运城亚运城天荟二手房(广州链家),27940,4,1,1,2,高,56
543,68,东北,简装,一梯四户,0,广州碧桂园两房，安静望花园，楼层适中，视野开阔_广州番禺南浦广州碧桂园美苑二手房(广州链家),27942,2,2,1,1,中,7
1526,82.96,东南 南,精装,两梯四户,1,可逸阳光 电梯南向两房 自住精装保养好_广州番禺桥南越秀可逸阳光二手房(广州链家),27966,2,1,1,1,低,13
857,43.98,东,简装,一梯五户,0,花地湾 鸿图花苑楼层 房型好 业主诚意出售_广州荔湾汾水鸿图苑二手房(广州链家),27968,2,1,1,1,高,9
1810,83.29,南,精装,一梯四户,0,侨乐新村 大2室 正南向望花园很安静 装修保养好_广州天河沙太南侨乐新村二手房(广州链家),27975,2,2,1,1,高,9
98,40.01,南,精装,一梯两户,0,景泰新村 南向单位 精致两房 格局方正 采光通风_广州白云景泰景泰新村二手房(广州链家),27994,2,1,1,1,高,7
982,28.57,北,简装,一梯一户,0,总九层 旧部前，2楼单边无遮挡，通风性好，带阳台_广州越秀解放南大新路小新街二手房(广州链家),28002,1,0,1,1,低,2
1760,36.76,东南,精装,一梯四户,0,瑶泉新苑 中层两 全新精装修 拎包入住_广州越秀三元里瑶泉新苑二手房(广州链家),28020,2,1,1,1,中,9
754,55.62,南,简装,一梯五户,0,厅房南向 光线充足 配套完善 交通方便_广州荔湾西华路西华路二手房(广州链家),28048,2,2,1,1,高,8
1224,78.33,东南 东北,简装,一梯六户,0,沙太路 准电梯房 高楼层 采光视野好 欢迎来电咨询_广州天河沙太南天河北苑二手房(广州链家),28087,3,1,1,1,高,9
1335,74.74,西,简装,两梯八户,1,机场路 百顺台花园 电梯高层两房 视野开阔 过五唯一_广州白云新市百顺台花园二手房(广州链家),28098,2,2,1,1,高,16
936,97.82,东南,精装,三梯六户,1,满两年南向舒适安静3房 房间朝东_广州黄埔香雪中海誉城南苑二手房(广州链家),28113,3,1,1,2,低,33
446,109.51,东 北,精装,一梯四户,1,阳台望花园 三面通风 采光亮视野宽阔  满两年_广州番禺东怡新区东怡新区东景园二手房(广州链家),28126,3,2,1,2,中,9
497,71,南,精装,一梯四户,1,电梯楼 楼龄新 2013年后的楼保养好 精装修 3号地铁_广州番禺市桥北温馨里二手房(广州链家),28170,2,1,1,1,中,11
82,41.52,北,精装,一梯三户,0,晓港东马路 精致一房一厅 中低楼层 框架结构_广州海珠新港西晓港东马路二手房(广州链家),28180,1,1,1,1,中,9
1277,99,东南,简装,三梯八户,1,近长隆 电梯三房 东南向采光通风好 保养好 13年小区_广州番禺大石中环品悦二手房(广州链家),28182,3,2,1,2,低,22
620,45.42,南,精装,一梯三户,0,龙岗路 低楼层 带装修 两房 交通方便_广州天河沙河龙岗路二手房(广州链家),28182,2,1,1,1,中,6
2037,115.26,南,精装,一梯五户,1,户型方正实用   交通生活均便利   园区景观别致_广州番禺桥南喜盈雅境二手房(广州链家),28198,3,2,1,2,中,18
1697,83.33,东南,精装,两梯四户,1,亚运城媒体南中间位置实用两房放卖_广州番禺亚运城亚运城媒体南村二手房(广州链家),28202,2,2,1,1,高,15
635,93.9,北,精装,两梯五户,1,环境好 大型小区 安静舒适 保利品质_广州荔湾龙溪保利塞纳维拉二手房(广州链家),28222,3,2,1,2,中,18
1492,86.8,东南,精装,一梯六户,0,洛涛居 地段好 精装修 格局方正_广州番禺洛溪芳华花园洛涛居南区二手房(广州链家),28226,3,2,1,2,高,6
750,74.32,南,简装,一梯四户,0,龙津花园  楼龄新  二楼南向宽敞实用二房_广州荔湾龙津龙津花园二手房(广州链家),28257,2,2,1,1,低,9
1877,75,东南,精装,一梯四户,0,正规格局，配套信息齐全。交通便利_广州海珠工业大道北凤凰新村二街二手房(广州链家),28267,3,1,1,1,高,9
1059,76,北,精装,两梯六户,1,萝岗长岭居岭南林语 实用两房 小区环境好 户型方正_广州黄埔科学城保利越秀岭南林语二手房(广州链家),28290,2,1,1,1,高,32
1848,47.69,西北,精装,一梯六户,0,富力半岛一房一厅，保养新，户型方正实用，西南向，笋_广州白云罗冲围富力半岛花园二手房(广州链家),28308,1,1,1,1,中,7
1188,67.09,东南,毛坯,一梯六户,1,番禺海伦堡御院 电梯两房 配套齐全_广州番禺桥南番禺海伦堡御院二手房(广州链家),28321,2,2,1,1,高,17
595,87.7,南,精装,一梯四户,1,广地花园 2室2厅 248.5万_广州番禺星河湾广地花园二手房(广州链家),28336,2,2,1,2,高,12
1310,80.1,东 东南,精装,一梯六户,0,实用大三房、中低楼层、生活便利、交通方便_广州黄埔大沙地鹤林苑二手房(广州链家),28340,3,1,1,1,中,9
757,79.3,东北,精装,三梯九户,1,珠江花园80方大两房，装修保养好，业主诚心出售_广州番禺厦滘珠江花园二手房(广州链家),28374,2,2,1,1,高,28
1521,91.63,南,精装,两梯六户,1,长岭居精装三房 南向看房方便业主有心卖_广州黄埔科学城金融街融穗御府二手房(广州链家),28375,3,2,1,2,低,30
1687,52.83,东南,简装,一梯五户,0,马赛克外墙 中层 东南向两房 楼下街市 交通便利_广州海珠沙园沙园沙园八街二手房(广州链家),28393,2,1,1,1,中,9
719,55.58,南 北,简装,一梯五户,0,金湖雅苑 2室1厅 158万_广州白云沙太北金湖雅苑二手房(广州链家),28428,2,1,1,1,低,9
345,77,北,精装,两梯六户,1,萝岗万科金色梦想 精装北向刚需小三房 满二_广州黄埔香雪万科金色梦想二手房(广州链家),28442,3,2,1,1,高,28
1009,38.66,东南,简装,一梯三户,0,龙岗东小区 中层小两房 东南向 全明屋_广州天河沙河龙岗东小区二手房(广州链家),28454,2,1,1,1,中,7
780,103.6,东北,精装,一梯四户,1,丽江花园 九如通津 带阳台 方正3房  价格低_广州番禺南浦丽江花园九如通津二手房(广州链家),28475,3,2,1,2,低,11
836,35.02,南,精装,一梯两户,0,实用两房，采光通透，通风透气，户型方正。_广州白云桂花岗梓元岗路二手房(广州链家),28556,2,1,1,1,中,6
1641,28.71,东,精装,一梯五户,0,西门口板块 海珠中路复式小三房 带精装修_广州越秀西门口海珠中路二手房(广州链家),28562,3,1,1,1,高,5
828,77,西北,精装,两梯六户,1,万科金色梦想    精装小三房    证满二   高层采光佳_广州黄埔香雪万科金色梦想二手房(广州链家),28572,3,2,1,1,高,28
1464,96.21,东南,精装,三梯六户,1,实用，小区安静，绿化面积大，居住条件好_广州白云龙归东湖映月二手房(广州链家),28584,3,2,1,2,高,33
656,96.17,西,精装,两梯六户,1,中海誉城北苑 精装三房出售 中高楼层视野宽阔，看房约_广州黄埔香雪中海誉城北苑二手房(广州链家),28596,3,2,1,1,高,33
1195,76.23,北,简装,一梯五户,1,机场路 紫荆花园 舒适安静三房 格局方正 配套成熟_广州白云新市紫荆花园二手房(广州链家),28598,3,2,1,1,低,11
877,92.58,南,简装,一梯四户,0,起义路    低楼层  大面积三房_广州越秀解放南起义路孚通街二手房(广州链家),28624,3,2,1,1,中,8
371,58.68,北,精装,一梯三户,0,云西小区 采光通风 舒适实用 带精装修 远离马路_广州白云景泰云西小区二手房(广州链家),28630,2,1,1,1,低,9
995,68.1,西南,精装,一梯四户,0,广州碧桂园西南向方正两房 保养新 通风采光_广州番禺南浦广州碧桂园美苑二手房(广州链家),28635,2,2,1,1,高,6
1889,85.55,西北,精装,一梯两户,0,保利春天里 望花园单位  格局方正_广州白云金沙洲保利春天里二手房(广州链家),28639,3,2,1,2,高,6
980,104.37,东南,精装,两梯八户,1,机场路  飞翔公园  腾龙阁 电梯三房 精装修_广州白云机场路腾龙阁二手房(广州链家),28649,3,2,1,1,中,12
1839,62.1,南,精装,一梯四户,0,金业花园 小区花园位置 中楼层 温馨2房_广州番禺桥南金业花园二手房(广州链家),28664,2,2,1,1,中,6
1545,31.05,东北,精装,一梯四户,0,城西花园 业主自住装修好 采光亮_广州白云金沙洲城西花园二手房(广州链家),28664,1,1,1,1,中,7
1772,55.8,南 北,简装,一梯四户,0,此房满五年 简单装修 保养好 生活便利 配套齐_广州番禺东怡新区广华苑二手房(广州链家),28674,2,2,1,1,高,6
134,60.28,东,简装,一梯四户,0,已加装电梯 格局方正，厅出阳台，南向采光好。_广州海珠沙园沙园沙园四街二手房(广州链家),28700,2,1,1,1,低,9
1779,78.36,西北,精装,两梯五户,1,星河山海湾，精装两房，随时看房_广州南沙南沙港星河山海湾二手房(广州链家),28714,3,2,1,1,中,33
1412,76.61,南,毛坯,两梯四户,1,奥园春晓南向两房，证过两年，220万_广州黄埔科学城奥园春晓二手房(广州链家),28717,2,2,1,1,中,18
1073,86.32,南,精装,两梯六户,1,南向小三房 阳光充足 单边 室内平台 实用高_广州白云夏茅富力城南区二手房(广州链家),28731,3,2,1,1,低,17
194,97.41,东南,精装,两梯八户,1,东南向  电梯中层  单证 小区环境优美  业主急售_广州番禺桥南雅居乐锦官城雍容南台二手房(广州链家),28745,3,2,1,1,中,17
406,50.77,北,精装,两梯十户,1,中海誉城南苑 一房一厅 北向望小区花园 安静舒适_广州黄埔香雪中海誉城南苑二手房(广州链家),28758,1,1,1,1,低,33
231,97,东南,精装,两梯六户,1,中海誉城北苑，东南向采光很好通风，太阳从早晒到晚_广州黄埔香雪中海誉城北苑二手房(广州链家),28763,3,2,1,1,中,33
1856,74.74,东南,简装,两梯八户,1,百顺台电梯高层 东南向两房 诚意出售 厅出阳台_广州白云新市百顺台花园二手房(广州链家),28767,2,1,1,1,中,16
1745,111.2,南,简装,一梯两户,0,南国奥园 精装三房 中间楼层 安静舒适 带空中花园_广州番禺汉溪南国奥林匹克花园二手房(广州链家),28777,3,2,1,2,中,6
2005,90.3,南,简装,一梯四户,0,通明南向地铁口 交通便利 户型实用 采光好_广州白云京溪广信春兰花园二手房(广州链家),28793,3,1,1,1,高,9
1705,81.54,北,精装,两梯四户,1,温馨里 电梯精装修三房 证过两年 楼龄新 交通便利_广州番禺市桥北温馨里二手房(广州链家),28821,3,1,1,1,低,11
2003,68,西,精装,一梯四户,0,广州碧桂园舒适两房，楼层好，阳台大，使用率高_广州番禺南浦广州碧桂园雅苑二手房(广州链家),28824,2,1,1,1,低,6
1523,76.3,南 北,精装,两梯八户,1,雍翠园电梯三房，南北对流，交通方便_广州白云黄石祥景花园雍翠园二手房(广州链家),28834,3,1,1,1,低,13
1787,81.5,南,简装,一梯四户,0,此房满五唯一，税费低，楼层好，视野宽阔，环境舒适_广州番禺市桥东东华花园二手房(广州链家),28835,3,2,1,1,中,7
1868,67.6,西南,精装,一梯四户,0,雅苑西南向实用两房 望小区园景 全新装修拎包入住_广州番禺南浦广州碧桂园雅苑二手房(广州链家),28847,2,1,1,1,高,6
229,69.31,东南,简装,一梯五户,0,广园中路 大院管理 低层三房一厅 有多20方入屋自用_广州白云麓景广园中路二手房(广州链家),28856,3,1,1,1,低,9
1505,65.14,西北,精装,三梯八户,1,万科金色梦想 北向 两房 业主自住保养好 看房方便_广州黄埔香雪万科金色梦想二手房(广州链家),28861,2,2,1,1,高,34
1530,54.7,西南,简装,一梯八户,0,纺织路东沙街 步行300米到江边 间隔方正实用_广州海珠滨江中纺织路东沙街二手房(广州链家),28885,2,1,1,1,中,9
1636,76.11,东北,简装,三梯六户,1,岭南林语精装两房 满二年 业主有新出售 地铁21号线_广州黄埔科学城保利越秀岭南林语二手房(广州链家),28906,2,2,1,1,低,32
1537,94.42,东北,精装,三梯四户,1,保利塞纳维拉，三房两卫户型，业主诚心放售_广州荔湾龙溪保利塞纳维拉二手房(广州链家),28914,3,2,1,2,高,18
212,53.94,南,简装,一梯两户,0,黄沙后道 中高层舒适2房 格局方正_广州荔湾黄沙黄沙大道二手房(广州链家),28922,2,1,1,1,高,7
618,60.5,北 东北,精装,一梯四户,0,海晴居中间楼层大两房 位置好 采光好_广州番禺祈福新村祈福新村海晴居二手房(广州链家),28926,2,2,1,1,中,7
623,78.67,西,精装,一梯六户,1,花样年华二期 精致两房 望园景 采光好_广州番禺桥南番禺海伦堡花样年华二期二手房(广州链家),28982,2,2,1,2,高,18
1154,62.07,南,精装,一梯六户,0,怡乐路，新装修，低层3房，通风采光好。_广州海珠中大江怡路新凤凰直街二手房(广州链家),29000,3,1,1,1,中,9
2055,35.5,东南,精装,一梯四户,0,景泰新村 中层南向两房 采光通风 舒适实用_广州白云景泰景泰新村二手房(广州链家),29015,2,1,1,1,高,7
208,72.35,南,简装,一梯两户,0,园丁苑 精装三房  格局方正 看房联系_广州天河东圃园丁苑二手房(广州链家),29026,3,1,1,1,中,9
296,93,东南,精装,两梯六户,1,金融街融穗御府3房2卫舒适实用观景房_广州黄埔科学城金融街融穗御府二手房(广州链家),29033,3,1,1,2,低,30
849,62,南 北,简装,一梯两户,0,海珠中路 刚需 南北向两房 大院管理 房屋通风采光好_广州越秀西门口海珠中路二手房(广州链家),29033,2,2,1,1,中,6
637,63.66,东 西,精装,一梯七户,0,珠岛花园 环境安静 间隔实用 装修新_广州荔湾大坦沙珠岛花园二手房(广州链家),29061,2,1,1,1,高,9
1547,86,北,精装,两梯六户,1,万科金色梦想三房 业主诚心卖 看房方便_广州黄埔香雪万科金色梦想二手房(广州链家),29070,3,2,1,1,低,29
1291,82.54,南,简装,一梯四户,0,一期中间位置，南向望花园，近出入口，出行方便_广州番禺市桥东东华花园二手房(广州链家),29077,3,2,1,1,中,7
866,98,南,精装,两梯五户,1,高层 视野开阔 望公园 小区中间位置 安静不吵_广州白云金沙洲中海金沙馨园一期二手房(广州链家),29082,3,2,1,2,低,11
1740,58.42,北,精装,两梯十二户,1,尚东尚筑 精装两房 电梯高层 北向忘花园_广州番禺番禺客运站尚东尚筑二手房(广州链家),29100,2,1,1,1,高,17
1089,56,东南,精装,两梯十五户,1,花园小区 精装两房 交通出行便利_广州白云机场路白云明珠广场二手房(广州链家),29108,2,1,1,1,低,14
1455,56.67,东南,精装,一梯八户,0,高层单位 采光通风好 装修保养新_广州荔湾中山八中山八路新都里二手房(广州链家),29116,2,1,1,1,高,10
1746,70.4,南,精装,一梯四户,1,精装修温馨两房，户型方正，南北双阳台，南向_广州番禺市桥北温馨里二手房(广州链家),29120,2,1,1,1,中,11
1285,80,南,精装,两梯十户,1,过五唯一  小户型  精装修   税费低_广州番禺汉溪自在城市花园一二期二手房(广州链家),29125,2,2,1,1,中,18
65,61.08,东南,精装,一梯三户,0,地铁口100米 中层纯南向 新装修 间隔正厅出阳台_广州越秀东风西东风西路二手房(广州链家),29143,2,1,1,1,中,8
1123,72.01,南,简装,一梯两户,0,白云家园 2室2厅 210万_广州白云梅花园白云家园二手房(广州链家),29163,2,2,1,1,高,5
1496,60,东南,精装,一梯六户,0,惠福西路光猛一楼 方便出入 精装修两房带花园_广州越秀解放南惠福西路二手房(广州链家),29167,2,1,1,1,低,7
730,64.7,北,精装,一梯五户,0,离地铁近，小区中间安静，南向北对流，配套完善_广州番禺东怡新区东怡新区东倩园二手房(广州链家),29212,3,1,1,1,高,7
1167,57.51,东南,精装,一梯六户,0,江南西路 实用2室1厅  采光通风好_广州海珠江南西江南西路二手房(广州链家),29213,2,1,1,1,高,6
587,59.78,北,简装,一梯六户,0,周门南小区 稀有低层 厅出阳台 户型方正_广州荔湾周门周门小区周门南路二手房(广州链家),29275,1,1,1,1,低,9
1936,83.65,南,精装,两梯四户,1,房源二次装修 中间楼层单边位置 开放式厨房_广州番禺亚运城亚运城媒体南村二手房(广州链家),29289,2,2,1,1,高,18
711,82.5,东北,精装,两梯七户,1,房子满五唯一  楼层好 视野好 通风好 视野开阔_广州白云金沙洲中海金沙馨园一期二手房(广州链家),29334,2,1,1,1,中,18
1165,95.38,北,精装,两梯六户,1,中海金沙馨园近地铁 业主诚意卖_广州白云金沙洲中海金沙馨园二期二手房(广州链家),29357,3,2,1,2,高,18
1803,42.91,西,简装,一梯八户,0,侨诚花园 实用两房 总价低 近地铁 证满5年无抵押_广州海珠金碧侨诚花园春晓苑二手房(广州链家),29364,2,1,1,1,高,9
1904,30.3,东南,简装,一梯三户,0,仁济西路 1室1厅 89万_广州荔湾人民路仁济西路二手房(广州链家),29373,1,1,1,1,中,5
1444,61.28,东南 西南,简装,一梯四户,1,景泰直街 电梯高层两房 舒适实用 配套完善_广州白云景泰景泰新村二手房(广州链家),29374,2,1,1,1,高,9
2099,139.46,南,精装,一梯两户,1,依云小镇精装三房 南向高楼层 户型格局好_广州白云永泰依云小镇二手房(广州链家),29400,3,2,1,2,中,10
1025,74.76,南,简装,一梯四户,0,乙烯大院    中层实用两房   安静小区_广州黄埔黄埔区府乙烯大院二手房(广州链家),29428,2,1,1,1,中,8
1549,91.5,东南,精装,两梯六户,1,时代春树里B区 中高楼 稀有东南向三房 保养新_广州黄埔香雪时代春树里二手房(广州链家),29509,3,2,1,2,中,18
838,64.02,北 南,简装,一梯五户,0,北京路方正两房 光线好南北对流 中层楼梯_广州越秀北京路惠福东路盐运西正街二手房(广州链家),29523,2,1,1,1,中,6
310,39.96,南,精装,一梯一户,0,文昌南路 上九路 低层三楼 精装两房 有匙随时看房_广州荔湾西关文昌南路二手房(广州链家),29530,2,1,1,1,低,3
201,83.89,南 北,精装,三梯八户,1,"房子过2年唯一,户型方正,通风采光好,小区配套齐_广州荔湾坑口芳村花园二手房(广州链家)",29563,2,2,1,1,低,32
1613,71,西南,简装,一梯四户,1,机场路 飞翔公园地铁站 又一居花园 电梯高层 方正两房_广州白云机场路又一居花园二手房(广州链家),29578,2,1,1,1,低,9
1105,48.33,东 西,简装,一梯五户,0,近江环境好 东西对流 阳台无遮挡视野开阔 近地铁站_广州越秀人民路长堤路石公祠直街二手房(广州链家),29589,2,2,1,1,高,9
819,77,东南,简装,一梯四户,0,华荟大两房.房子比较方正.楼成好_广州番禺洛溪华荟明苑二手房(广州链家),29611,2,1,1,1,高,6
920,56.04,北,简装,一梯四户,0,昌岗晓园新，框架结构，方正实用_广州海珠昌岗晓园新村晓园新二手房(广州链家),29622,2,1,1,1,高,8
195,97.9,南,精装,一梯四户,0,中高层东南向三房 装修保养新净 户型方正_广州黄埔黄埔区府乙烯大院二手房(广州链家),29623,3,2,1,1,中,8
1298,56.66,南,精装,一梯八户,0,此房楼梯中层.实用两房.全新装修.看房方便_广州白云新市汇侨新城南区二手房(广州链家),29651,2,2,1,1,中,9
1869,58.01,南,精装,一梯五户,0,景泰新村 底层南向两房 随时可看_广州白云景泰景泰新村二手房(广州链家),29651,2,1,1,1,低,9
1331,35.41,南,简装,一梯四户,0,小面积一房一厅 装修保养好 业主诚心放卖_广州黄埔黄埔区府港湾路港湾西一街二手房(广州链家),29653,1,1,1,1,中,8
445,62.36,南,精装,一梯两户,0,楼层视野宽阔、采光充足、配套齐全交通方便_广州黄埔大沙地港湾路港湾东一街二手房(广州链家),29667,2,1,1,1,高,6
1133,68.08,南,精装,一梯三户,0,和平南小区 马赛克外墙 南向望公园 终于有放盘啦_广州荔湾西场和平南小区二手房(广州链家),29671,2,2,1,1,高,9
974,32.69,东,精装,一梯五户,0,仓边路低层 实用精装修两房户型 总价低 提前预约看房_广州越秀北京路中山四路旧仓巷二手房(广州链家),29673,2,1,1,1,低,6
1996,96.03,北,简装,两梯八户,1,天雅居 安静小区 舒适三房 交通便利_广州天河东圃天雅居二手房(广州链家),29679,3,1,1,1,中,28
69,68,东南,精装,一梯四户,0,广州碧桂园，花园两房，东南向，精致装修_广州番禺南浦广州碧桂园丽苑二手房(广州链家),29706,2,1,1,1,中,7
530,64.93,南 东北,精装,一梯五户,0,机场路 飞翔公园地铁 低楼层  户型方正 精装修 采光好_广州白云机场路嘉利苑二手房(广州链家),29725,3,1,1,1,低,9
248,52.14,南,精装,一梯四户,0,客村中层精装修小两房，南北对流。_广州海珠赤岗赤岗西路二手房(广州链家),29728,2,1,1,1,高,7
1671,41.62,东南 南,精装,一梯十户,0,南洲花苑 新装修两房 安静不吵 带家私电器 过两年_广州海珠南洲南洲花苑A区二手房(广州链家),29746,2,2,1,1,中,9
2083,92.45,东南,精装,两梯六户,1,全新未入住，刚需3房，中高楼层光线好_广州黄埔香雪中海誉城北苑二手房(广州链家),29746,3,2,1,1,高,33
466,84,南,精装,一梯两户,0,南国奥林匹克花园 洛区二楼南向  产权清晰 省个税_广州番禺汉溪南国奥林匹克花园二手房(广州链家),29762,2,2,1,1,中,4
302,75.84,东南,精装,两梯八户,1,龙光峰景华庭 房屋敞亮 户型方正 望花园 采光通透_广州黄埔科学城龙光峰景华庭二手房(广州链家),29800,2,2,1,1,高,18
1706,75.49,南,精装,两梯六户,1,诚意出售，自住装修，动静分离，环境优美，拎包入住。_广州白云新市百顺台花园二手房(广州链家),29806,2,1,1,1,高,15
1994,104,北,精装,一梯四户,1,集贤苑  大三房  北向望花园_广州白云永泰集贤苑二手房(广州链家),29808,3,2,1,2,中,11
540,96.6,西南,精装,两梯六户,1,中海北苑   房子保养的很好，随时都方便看房_广州黄埔香雪中海誉城北苑二手房(广州链家),29814,3,2,1,1,中,33
1717,110,南,精装,两梯四户,1,阳光充足，近地铁，业主诚心出售_广州番禺华南碧桂园华南碧桂园翠云山二手房(广州链家),29819,3,1,1,1,中,11
1571,71.88,西北,精装,一梯五户,0,凤凰公司宿舍2房，业主自住，实用，_广州天河龙洞凤凰公司宿舍二手房(广州链家),29911,2,1,1,1,低,9
1778,80.2,东北,简装,一梯四户,0,洛涛居南区 满五年唯一 中间位置 适合居家_广州番禺洛溪芳华花园洛涛居南区二手房(广州链家),29926,3,2,1,1,中,6
1977,52.46,东 南 西 北,毛坯,一梯一户,0,荔湾湖畔地铁沿线，附天台花园，实用率高改造空间大_广州荔湾中山八中山八路泮塘二手房(广州链家),29928,2,1,1,1,低,3
1217,66.76,南 北,简装,两梯六户,1,景泰新村 2室1厅 200万_广州白云景泰景泰新村二手房(广州链家),29959,2,1,1,1,高,12
91,73.38,南,简装,一梯四户,1,同福中路，南向电梯两房，采光好，视野佳_广州海珠宝岗同福中路二手房(广州链家),29981,2,1,1,1,高,9
374,49.36,西南,精装,两梯六户,1,梅花园地铁口）户型好，格局方正实用，通风采光好_广州白云梅花园梅园新居二手房(广州链家),29984,2,1,1,1,中,8
326,50.02,西南,简装,一梯七户,1,东鹏花园 封闭式小区 电梯中层 带平台花园_广州荔湾坑口东鹏花园二期二手房(广州链家),29989,1,1,1,1,低,12
1947,93.35,南,精装,两梯六户,1,中海誉城南苑小三房，望花园里面，现在业主过2出手_广州黄埔香雪中海誉城南苑二手房(广州链家),29995,3,2,1,1,中,33
1924,52.45,西北,精装,两梯九户,1,楼层好，视野宽阔  采光充足价钱低_广州荔湾人民路光复大厦二手房(广州链家),30000,2,1,1,1,低,28
2072,95,南,精装,两梯六户,1,万科金色梦想南北对流 全新未住 业主急售_广州黄埔香雪万科金色梦想二手房(广州链家),30000,3,2,1,2,中,28
914,136.67,东北,精装,两梯六户,1,保利林语山庄业四房两厅两卫，业主诚意出售。_广州黄埔科学城保利林语山庄二手房(广州链家),30000,4,2,1,2,低,28
1587,95,南,精装,两梯六户,1,万科金色梦想 东南向三房两卫 证过两年 保养新净_广州黄埔香雪万科金色梦想二手房(广州链家),30000,3,1,1,2,低,28
988,71,东,简装,一梯四户,0,红棉苑南区 近地铁300米 证够五年 小区管理东向单位_广州荔湾花地湾红棉苑南区二手房(广州链家),30000,2,1,1,2,高,9
1132,89.94,东北,简装,三梯八户,1,富力桃园温馨舒适小三房，动静分离，双阳台，保养好_广州白云罗冲围富力桃园二手房(广州链家),30021,3,2,1,1,低,32
409,71.55,东南,精装,两梯八户,1,小康人家  坑口地铁  交通方便   小区配套齐全_广州荔湾坑口小康人家二手房(广州链家),30049,2,1,1,1,中,19
1557,86.41,东北,精装,两梯六户,1,万科金色梦想，业主自住，楼层中高，证满两年_广州黄埔香雪万科金色梦想二手房(广州链家),30090,3,2,1,1,高,28
1340,108,东南,简装,两梯八户,1,方正大三房，装修保养好，随时可看_广州荔湾周门荔怡中心二手房(广州链家),30093,3,2,1,2,低,20
1270,44.85,东南,简装,一梯六户,0,司马坊 精致二房 房出阳台 采光通风好_广州荔湾西华路西华路二手房(广州链家),30101,2,1,1,1,高,6
242,68.1,西南,简装,一梯四户,0,户型方正，通风采光好，安静舒适，中间楼层_广州番禺南浦广州碧桂园美苑二手房(广州链家),30103,2,1,1,1,中,7
71,72.41,北,简装,一梯六户,1,江燕路 南燕苑  电梯实用大两房 格局方正_广州海珠江燕路南燕苑二手房(广州链家),30107,2,1,1,1,中,9
1722,93.64,东南,精装,两梯六户,1,金融街融穗御府 3室1厅 282万_广州黄埔科学城金融街融穗御府二手房(广州链家),30116,3,1,1,2,中,30
1834,77.34,南 北,精装,一梯四户,1,橡胶新村 房改房超实用两房 卧室大过厅 南北对流_广州海珠沙园橡胶新村102号大院二手房(广州链家),30127,2,2,2,1,中,8
2009,38.17,南,精装,一梯四户,0,仲恺路旁 郭墩新街  房改两房  实用率高_广州海珠前进路前进路郭墩新街二手房(广州链家),30129,2,1,1,1,低,6
792,34.14,南,精装,一梯两户,0,越秀区 精装修 采光好 通风透气 户型方正_广州越秀桂花岗梓元岗路梓元东三街二手房(广州链家),30170,2,1,1,1,高,9
475,82.74,南 北,精装,两梯八户,1,大石中环品悦 精致三房 次新小区_广州番禺大石中环品悦二手房(广州链家),30216,3,2,1,1,低,19
